area,geom
178392.0987061609,"POLYGON((126.893762025815 37.5056885292395, 126.894236803992 37.5055534297585, 126.896379517834 37.5060406483095, 126.897495238042 37.5081004394629, 126.897043414399 37.5092868408996, 126.894185056454 37.5118429555578, 126.893477360919 37.5111338303349, 126.893213412688 37.5070162379326, 126.893762025815 37.5056885292395))"
152291.09869081777,"POLYGON((126.834552205101 37.5097273455291, 126.838586704229 37.5118406545961, 126.838754067471 37.5135847557497, 126.837099400256 37.514507813907, 126.83383776026 37.5139265315315, 126.834552205101 37.5097273455291))"
66650.667235033,"POLYGON((126.843168714582 37.5097764386086, 126.845523912661 37.5138587819461, 126.845057074049 37.5142843650528, 126.840757553709 37.5096777361167, 126.843168714582 37.5097764386086))"
104556.65510573531,"POLYGON((126.916736603258 37.5692004970841, 126.921509446899 37.5685020321611, 126.919116464529 37.5716995517063, 126.917499228413 37.5721668435491, 126.916214960883 37.5705734991863, 126.916736603258 37.5692004970841))"
73053.40711713476,"POLYGON((127.169264416847 37.5569398020158, 127.170797760059 37.5605906191883, 127.169358868326 37.5615207315243, 127.167507880151 37.5588535595882, 127.169264416847 37.5569398020158))"
72721.546805408288,"POLYGON((126.840061103817 37.5561018726784, 126.840162004488 37.5583755011219, 126.839512012949 37.5598971867394, 126.838701688629 37.5600504913404, 126.83758760709 37.5581840430471, 126.837395815016 37.5570195911668, 126.840061103817 37.5561018726784))"
70714.943216969143,"POLYGON((126.893418535847 37.5180756610801, 126.896751312723 37.5196573179022, 126.895314283823 37.5206472711439, 126.893570927991 37.5207870057717, 126.892157267951 37.5187861330998, 126.892115027261 37.5183552780639, 126.893418535847 37.5180756610801))"
533491.66630711267,"POLYGON((126.936142600988 37.4946071764395, 126.939046871397 37.4934320152523, 126.944788450063 37.4955340681969, 126.943491537188 37.5032414361392, 126.935851316256 37.4980854588232, 126.936142600988 37.4946071764395))"
471103.80313157279,"POLYGON((127.069700669887 37.5061121670644, 127.071503100141 37.5051999882499, 127.075058820001 37.508153711235, 127.075122407863 37.508289597625, 127.074488002193 37.5134170881604, 127.071906317111 37.5161155328689, 127.068628703783 37.5130120052301, 127.069700669887 37.5061121670644))"
2339853.525563526,"POLYGON((127.074047820267 37.4447704698943, 127.076718274679 37.4428482031406, 127.080665715862 37.4411447653151, 127.080700745993 37.441151378348, 127.081250174341 37.4411189061066, 127.081444156811 37.4412314010451, 127.082097392406 37.4413511879769, 127.082431871105 37.4415798694586, 127.082904643046 37.4421742098099, 127.082974727094 37.4423205752377, 127.083208062832 37.4425684705479, 127.083334732467 37.442957509984, 127.083471501465 37.4430627159565, 127.083805078253 37.4434166971828, 127.083861952687 37.4439217892373, 127.085260121648 37.4443186556168, 127.085703064008 37.4444171634205, 127.086421352399 37.4442626405027, 127.08730393451 37.4446421110781, 127.087476801053 37.4448021935439, 127.08785512512 37.4448942710181, 127.087869095907 37.4449167949968, 127.088161337912 37.4453853840535, 127.08823782069 37.4461784932979, 127.088386577469 37.4463977251484, 127.088276925911 37.4465543556075, 127.088369357358 37.4472404583645, 127.088545830989 37.4474537499903, 127.088642405542 37.4475970019574, 127.088415006738 37.4480752614447, 127.088360247223 37.4483732014603, 127.088326818901 37.4486277603322, 127.088432140662 37.4489948430285, 127.088959590683 37.4494618510085, 127.088821134481 37.449749707728, 127.08954279223 37.4501661671439, 127.08961957134 37.4508869148217, 127.090140566807 37.4510957299035, 127.090302866422 37.4512667992353, 127.090959108644 37.4527825351369, 127.091128841713 37.4529558411611, 127.09188225681 37.453466876563, 127.092725510563 37.4536340411158, 127.09281536581 37.4537592655775, 127.092903227927 37.4539682602773, 127.092718844039 37.45476100275, 127.090577619392 37.4575445947902, 127.074037858915 37.458596826073, 127.074047820267 37.4447704698943))"
125888.58514753252,"POLYGON((126.927977666457 37.5499064018674, 126.927469644326 37.5515698371615, 126.924349693981 37.5487793225667, 126.922910482251 37.543073876068, 126.927977666457 37.5499064018674))"
333528.5852484621,"POLYGON((126.944426737109 37.5749727360764, 126.944550422374 37.5750806035057, 126.943185109829 37.5800926908105, 126.935822304397 37.5798422552516, 126.934541243368 37.5771621407306, 126.944426737109 37.5749727360764))"
130039.89874013916,"POLYGON((126.986232317236 37.494740280354, 126.989299824729 37.4966969912616, 126.988855978755 37.4999307262159, 126.985916993603 37.4989789552239, 126.985456675187 37.4957567263075, 126.986232317236 37.494740280354))"
52166.056970226382,"POLYGON((126.919006364553 37.599143007065, 126.920986472261 37.5990625651894, 126.921187698413 37.6010077513227, 126.918174627817 37.6015413159075, 126.919006364553 37.599143007065))"
601229.41096592764,"POLYGON((127.004999188449 37.4631538059772, 127.005329198533 37.462794950799, 127.005333135632 37.4627938075784, 127.007907247657 37.4647728684254, 127.004058827174 37.475212261918, 127.002530618832 37.4785788595028, 127.000675446948 37.4789270364611, 126.998118911172 37.4773051940659, 127.002990243691 37.4672864085166, 127.003675356064 37.4677203855768, 127.004129626386 37.4672870476551, 127.004245656121 37.4671434430459, 127.004380765543 37.4669776010835, 127.004524532567 37.4667976850615, 127.004521355899 37.4667906392921, 127.004492728328 37.4663497157384, 127.004488838973 37.4663283169929, 127.004558953013 37.4662441253996, 127.004905463692 37.4658426015641, 127.004891863514 37.4658026244053, 127.00470462704 37.4652304920273, 127.004683599826 37.4651722066369, 127.00476218314 37.464923022801, 127.004805451401 37.4648805032183, 127.004507742612 37.4641648051199, 127.004610365493 37.4639536924302, 127.004648574215 37.4639212172846, 127.004748368577 37.4638361868198, 127.004760807009 37.4636442063764, 127.004999188449 37.4631538059772))"
133613.59990314982,"POLYGON((127.032076125339 37.5108368488632, 127.034052740789 37.5129671234648, 127.033691217876 37.516121099221, 127.031556505057 37.5177784002271, 127.030898803327 37.5177104959187, 127.030692010415 37.5174860283991, 127.032076125339 37.5108368488632))"
175237.70092376226,"POLYGON((127.148242363849 37.4922739327382, 127.148575841014 37.4919544032869, 127.153634320608 37.495136890449, 127.15252557727 37.4964953848466, 127.151780147118 37.497179050786, 127.150087355117 37.4976407213317, 127.149188146564 37.4966582527278, 127.147859057491 37.4942241954841, 127.148242363849 37.4922739327382))"
178334.40525692888,"POLYGON((127.040657757138 37.6540435449877, 127.043400791339 37.6534301957255, 127.044639961437 37.6540417342155, 127.04602983261 37.6567855316181, 127.045829833663 37.6576667034476, 127.045824763959 37.6576768706366, 127.045244545868 37.6581255601887, 127.042136005302 37.6578115661921, 127.040460239567 37.6549211514683, 127.040657757138 37.6540435449877))"
49727.712437044618,"POLYGON((126.928638451454 37.54869028946, 126.933316153368 37.5469528573204, 126.933477253797 37.5480503539931, 126.932526925558 37.5487071985112, 126.928451941828 37.5492454039096, 126.928638451454 37.54869028946))"
72314.922883781328,"POLYGON((126.824575279435 37.5527872407987, 126.826307517405 37.5520414161173, 126.827291878902 37.5523854317272, 126.827219551233 37.5540369135208, 126.824589660018 37.5554331959701, 126.823835376379 37.554936853887, 126.824575279435 37.5527872407987))"
166893.74894610059,"POLYGON((126.901923176161 37.5001570263683, 126.905805237147 37.5029814000797, 126.903984860866 37.5061067448994, 126.900778882195 37.5036055287818, 126.900425399906 37.5021915996258, 126.901923176161 37.5001570263683))"
33318.821144785696,"POLYGON((127.072518769559 37.6527625889047, 127.07335785545 37.6531986492891, 127.073039617244 37.6550474617244, 127.070747719547 37.6548182719547, 127.072518769559 37.6527625889047))"
198209.54283109581,"POLYGON((126.915563482914 37.6276150852674, 126.919817852864 37.6291286591921, 126.919469303797 37.6298128481012, 126.915965872819 37.6315645635913, 126.910053217559 37.6294547058383, 126.915563482914 37.6276150852674))"
40262.057493579385,"POLYGON((126.925258548236 37.5238359395147, 126.925384977425 37.5238371247884, 126.926040720772 37.5246811841727, 126.924700384615 37.5271280769231, 126.923169782609 37.5270919565217, 126.925258548236 37.5238359395147))"
62347.613578458528,"POLYGON((126.91803497935 37.5978717010842, 126.919006364553 37.599143007065, 126.918174627817 37.6015413159075, 126.917475262108 37.6026448376796, 126.917001980803 37.6024749418266, 126.916554067358 37.6003398877375, 126.91803497935 37.5978717010842))"
794.32020016799015,"POLYGON((126.936878047673 37.5548581725312, 126.93738336057 37.5552736605747, 126.93710276749 37.5551805226537, 126.936863963678 37.5551013752976, 126.93677 37.5551354511575, 126.93677 37.55503375, 126.936878047673 37.5548581725312))"
