area,geom
209455.13423679274,"POLYGON((127.059359619653 37.580424290094, 127.059699246911 37.5802199932372, 127.063986226949 37.5808133179598, 127.06481979038 37.5819002552975, 127.064497257779 37.5844911490507, 127.064077329672 37.5852171826456, 127.059477569453 37.5836310584322, 127.058664876737 37.5814324343875, 127.059359619653 37.580424290094))"
18871.916651819563,"POLYGON((127.115888904061 37.5243481129416, 127.116432285863 37.524078961208, 127.117644334924 37.5254562896866, 127.117441461282 37.5257743755204, 127.115713394724 37.5254694225983, 127.115888904061 37.5243481129416))"
72619.538664828142,"POLYGON((126.912067322379 37.57438373628, 126.913681491748 37.5781597396251, 126.910995108584 37.577567305315, 126.909737816389 37.5760457995429, 126.912067322379 37.57438373628))"
152951.58621502487,"POLYGON((126.860824298102 37.5192074642606, 126.862776517893 37.5196429036194, 126.863337558384 37.5199348271267, 126.863634543189 37.5218107811434, 126.862792705464 37.5244363146429, 126.860124422533 37.5258832004576, 126.860824298102 37.5192074642606))"
251879.36811378234,"POLYGON((127.043016952935 37.6896593352741, 127.044039344234 37.6884704005964, 127.047008287671 37.6888885616438, 127.047364697575 37.689798021398, 127.047080895258 37.6906692285104, 127.045689464236 37.692377503736, 127.045649777684 37.6923702966026, 127.04564906867 37.6923801534172, 127.045295812255 37.6923636712454, 127.045051730718 37.692389745286, 127.044904323463 37.6924054857243, 127.044852950864 37.6927171858019, 127.044837234697 37.6928129195368, 127.044817113894 37.6929362514609, 127.044764869722 37.6929590742073, 127.04466179286 37.6930140169562, 127.044621939837 37.693035420193, 127.044583685903 37.6930565533775, 127.044531256201 37.6930723394671, 127.044326833857 37.6930980373454, 127.044065540161 37.6931262871742, 127.043890500659 37.6934228230911, 127.043835608069 37.69345522357, 127.043749886432 37.693506213151, 127.043709139599 37.6935107325785, 127.043273366923 37.6935705768479, 127.043037243603 37.6936221865642, 127.043157807607 37.6937930488017, 127.043354785149 37.6940725588005, 127.04336918925 37.6941823636676, 127.043397840321 37.6944016764959, 127.043286443214 37.6947694282786, 127.043219898231 37.6949119131078, 127.043072507434 37.6952309616099, 127.04233009318 37.6950538475799, 127.042172425892 37.6950629117186, 127.042021311907 37.69507141469, 127.041984310687 37.6951266117235, 127.041812603601 37.6953823110236, 127.041313497633 37.6953230800092, 127.041108508383 37.6952997779213, 127.040836268884 37.6950794110137, 127.039997202186 37.6946843877058, 127.039940299426 37.6942755916633, 127.039915684257 37.6940986793677, 127.043016952935 37.6896593352741))"
163278.91355908709,"POLYGON((126.885766545738 37.5151852728387, 126.885834232521 37.5152118939191, 126.88618455665 37.5155341921182, 126.886902113247 37.5189362545733, 126.886431414544 37.5200532494239, 126.884617446342 37.5204700761597, 126.881567113715 37.5171174583173, 126.885766545738 37.5151852728387))"
73425.767293527722,"POLYGON((126.860171875 37.51516375, 126.862561526718 37.5124624045802, 126.863254794858 37.5135903408406, 126.862639569984 37.5153404465505, 126.860062116805 37.5175784302862, 126.860171875 37.51516375))"
50861.869531306183,"POLYGON((127.126095930997 37.47862567908, 127.128201891319 37.478146103957, 127.128262732371 37.4789785201647, 127.126994440332 37.4813468614202, 127.12661857084 37.4816853140404, 127.125989515105 37.4812151324503, 127.126095930997 37.47862567908))"
393087.68731977715,"POLYGON((126.943185109829 37.5800926908105, 126.944550422374 37.5750806035057, 126.944700338829 37.5750478004694, 126.950517320259 37.5803904357741, 126.950188787036 37.5857564784082, 126.943162551741 37.5804515925175, 126.943185109829 37.5800926908105))"
90146.31372756607,"POLYGON((126.999571497297 37.564419227027, 127.000146265444 37.5644714786768, 127.00049849996 37.5652405778954, 126.999401313133 37.5685077564489, 126.998351486266 37.5685495822205, 126.996878492041 37.5655386087301, 126.999571497297 37.564419227027))"
60017.462106756982,"POLYGON((127.07758839876 37.6123550206612, 127.080064843206 37.6131370557491, 127.07759244631 37.6144603104256, 127.074241968348 37.6122780912264, 127.07758839876 37.6123550206612))"
81921.977834783174,"POLYGON((127.111890711931 37.5232163631181, 127.113294891443 37.5225410479714, 127.115888904061 37.5243481129416, 127.115713394724 37.5254694225983, 127.115216977144 37.5262320351124, 127.111886683687 37.5243261442786, 127.111890711931 37.5232163631181))"
983949.949643979,"MULTIPOLYGON(((126.796386606763 37.5367833163781, 126.796544790217 37.5367749604995, 126.796562115566 37.5367738643284, 126.796617091193 37.5367742480397, 126.796657458414 37.5368165475429, 126.79669704557 37.5368214004705, 126.796732213948 37.5368285072116, 126.79672103783 37.5369061983522, 126.796722768994 37.5369185899878, 126.796733491548 37.5369405657448, 126.796801096478 37.5369815068779, 126.796830240298 37.5369905763179, 126.796894691595 37.5370179970586, 126.796902287181 37.5370208213122, 126.797006125559 37.5370601402446, 126.797151775312 37.5370688346646, 126.797212946064 37.5370712019904, 126.797245478017 37.5370701320246, 126.797562806863 37.5370687072969, 126.797691873995 37.5370675155647, 126.797767739645 37.5370583572525, 126.797809834124 37.5370482937131, 126.797834119043 37.5370925382435, 126.797890576941 37.5371345947766, 126.797926307803 37.5371929325093, 126.798018758311 37.5372595489816, 126.798167614512 37.5373251272673, 126.798171512034 37.5373231608069, 126.798243957988 37.5372692260336, 126.798255217337 37.5372270069309, 126.798349556837 37.5372522348456, 126.798307152326 37.5373056537545, 126.798297301816 37.5373540650975, 126.798284080219 37.5374064079708, 126.798266371954 37.537481844542, 126.798250101683 37.5375485439674, 126.798238318784 37.5375918793955, 126.798239186065 37.5376600228715, 126.798252445123 37.5376606043077, 126.798252598643 37.5376707407256, 126.798253919707 37.5377050978029, 126.79842744824 37.5376685097506, 126.798512140348 37.5376633034726, 126.798657508557 37.53764694799, 126.799087862896 37.5375651826415, 126.799123473961 37.5376012833345, 126.799181666843 37.537654883922, 126.799287547009 37.5377265769677, 126.799372745055 37.537730948478, 126.79946204217 37.5377257494009, 126.799478731772 37.5377674488084, 126.799428448227 37.5380573738936, 126.799410737942 37.5381339278551, 126.799363986729 37.5382929268758, 126.799354856516 37.5383345820972, 126.799340780284 37.5383767964751, 126.799281867506 37.5385853291585, 126.79918892362 37.5388301224649, 126.799145796748 37.538891144789, 126.799299302452 37.5388748024668, 126.799442115189 37.5388879941626, 126.799458310552 37.538911672894, 126.799426373142 37.539019178583, 126.799411637976 37.539041389831, 126.799370123244 37.539096225184, 126.79929540697 37.5392028106699, 126.799242495954 37.5392877556076, 126.799139163824 37.539319113269, 126.799012859244 37.5393576156479, 126.796386606763 37.5367833163781)), ((126.800484355939 37.5407998996946, 126.800814344067 37.540812265432, 126.8008098135 37.5408561810432, 126.800781906716 37.5410433685459, 126.800719921336 37.5410307816907, 126.800484355939 37.5407998996946)), ((126.802602311144 37.5428756785358, 126.803025145469 37.5429654238125, 126.803492453806 37.5430909414965, 126.803959596447 37.5431469095828, 126.804176444636 37.5431810592998, 126.804410079774 37.5432172098083, 126.804410931986 37.5432287529213, 126.804411235324 37.5432467732411, 126.804467103767 37.5432493982605, 126.804809198187 37.5432550411628, 126.804917196098 37.5432664833899, 126.804932399484 37.543268193552, 126.805060734782 37.5432782639555, 126.805262053061 37.5432974654374, 126.805451509326 37.5433309996642, 126.805638298994 37.5433631326284, 126.806106256298 37.5434464026029, 126.806299764955 37.5434796628673, 126.806541286722 37.543547068553, 126.806805658476 37.5435956536876, 126.807126906656 37.5435944980744, 126.807193037418 37.5435932013674, 126.807324586091 37.5435905976602, 126.807240894907 37.5436132640813, 126.807193087676 37.5436435938576, 126.807025375874 37.543750310403, 126.807013869915 37.5437539494747, 126.80683011266 37.5439127345887, 126.806702556902 37.5440113448795, 126.806603000235 37.5440863592545, 126.806533542733 37.5441439620484, 126.806215946069 37.5443016782017, 126.806236350594 37.5443397247358, 126.806238391264 37.5443729476312, 126.806239742534 37.5443971684911, 126.80624041693 37.5444075850567, 126.80631751709 37.5443353539754, 126.806412480287 37.544260332256, 126.806471296211 37.544213406717, 126.806477849329 37.5442128589261, 126.806695054843 37.5440417409356, 126.806871513367 37.5439006935211, 126.807102929029 37.5437732511865, 126.807176764048 37.543733386753, 126.807193068133 37.5437165200085, 126.807588084687 37.5435003639751, 126.807637315934 37.5434706039999, 126.807921784636 37.5432652483705, 126.807886254479 37.5432651901188, 126.808209322734 37.5431063611643, 126.808652449192 37.5428801441364, 126.809084454078 37.5425731064534, 126.809434129247 37.5423132353088, 126.80959018095 37.5421972071428, 126.809813184007 37.5420370758448, 126.809977221307 37.5419128881354, 126.810203425232 37.5417437603823, 126.810344580276 37.5416468531307, 126.810559734111 37.5415151429744, 126.810594428951 37.5414963413282, 126.811117624372 37.5412710913196, 126.811550181717 37.541086526133, 126.811636203586 37.5410489309681, 126.811836031348 37.5409580267435, 126.812333931706 37.5407366770275, 126.812549480451 37.5407195609203, 126.812649767881 37.5407050802435, 126.813050323825 37.540658138819, 126.813317513588 37.540641103711, 126.813513069027 37.5406326935954, 126.81350380141 37.5406599878847, 126.813497694901 37.5407036221762, 126.813647631446 37.5406940039507, 126.81382784723 37.540694642647, 126.818429023308 37.5470449618822, 126.818498360314 37.5474489253086, 126.818182502927 37.5495938173302, 126.815887778645 37.5518627581938, 126.815761783743 37.5519173783241, 126.811286792168 37.5513856151571, 126.802602311144 37.5428756785358)))"
564353.42293849832,"POLYGON((127.059759972487 37.4691261614723, 127.060027606503 37.4690912128082, 127.060346264876 37.4691251125291, 127.060416900304 37.4691048137773, 127.060584647042 37.4690374431147, 127.060785944938 37.4689565313291, 127.060813413443 37.4689556706059, 127.060918817812 37.468917982756, 127.061040849489 37.4689930470162, 127.061449126856 37.4689976790477, 127.061464218098 37.4689978515938, 127.061612209053 37.4689651150533, 127.061699659571 37.4689949207919, 127.061775836026 37.469019938877, 127.061858853391 37.4690472149384, 127.061963654056 37.4690604872182, 127.062135472969 37.4690822575478, 127.062173483315 37.4691171609351, 127.06223650765 37.4691771894542, 127.062360497665 37.4692952922723, 127.062371616969 37.4693042154901, 127.062402565527 37.4693290582312, 127.062494507409 37.4693345249647, 127.062599698524 37.4693407776619, 127.062717250265 37.4692839085795, 127.062970816997 37.4691612315185, 127.063235484607 37.4690397464486, 127.063813029789 37.4690014300654, 127.063843788803 37.4690153974192, 127.063878053454 37.4690309576909, 127.064155853274 37.4692059478029, 127.064315521974 37.4692287575557, 127.064450329785 37.4692480213718, 127.064865796405 37.4693040670409, 127.065098984367 37.4693355219722, 127.065619503307 37.4695382458216, 127.065688786266 37.4695900159087, 127.065873687302 37.4697577362282, 127.06591717511 37.4697974107408, 127.066081956712 37.4698483176092, 127.066251973831 37.4699008341752, 127.066266718189 37.4699180082292, 127.066453529642 37.4701355520626, 127.067200974895 37.47026522581, 127.067750259711 37.4703990764004, 127.061277184472 37.4784719384674, 127.060218434286 37.4792124140576, 127.057519631566 37.475272162086, 127.059759972487 37.4691261614723))"
217846.63702126066,"POLYGON((127.060601744134 37.466816629579, 127.060645476741 37.4668057614281, 127.065853223348 37.4667205282594, 127.069597168041 37.4680953297469, 127.067750259711 37.4703990764004, 127.067200974895 37.47026522581, 127.066453529642 37.4701355520626, 127.066266718189 37.4699180082292, 127.066251973831 37.4699008341752, 127.066081956712 37.4698483176092, 127.06591717511 37.4697974107408, 127.065873687302 37.4697577362282, 127.065688786266 37.4695900159087, 127.065619503307 37.4695382458216, 127.065098984367 37.4693355219722, 127.064865796405 37.4693040670409, 127.064450329785 37.4692480213718, 127.064315521974 37.4692287575557, 127.064155853274 37.4692059478029, 127.063878053454 37.4690309576909, 127.063843788803 37.4690153974192, 127.063813029789 37.4690014300654, 127.063235484607 37.4690397464486, 127.062970816997 37.4691612315185, 127.062717250265 37.4692839085795, 127.062599698524 37.4693407776619, 127.062494507409 37.4693345249647, 127.062402565527 37.4693290582312, 127.062371616969 37.4693042154901, 127.062360497665 37.4692952922723, 127.06223650765 37.4691771894542, 127.062173483315 37.4691171609351, 127.062135472969 37.4690822575478, 127.061963654056 37.4690604872182, 127.061858853391 37.4690472149384, 127.061775836026 37.469019938877, 127.061699659571 37.4689949207919, 127.061612209053 37.4689651150533, 127.061464218098 37.4689978515938, 127.061449126856 37.4689976790477, 127.061040849489 37.4689930470162, 127.060918817812 37.468917982756, 127.060813413443 37.4689556706059, 127.060785944938 37.4689565313291, 127.060584647042 37.4690374431147, 127.060416900304 37.4691048137773, 127.060346264883 37.4691251215392, 127.060027606503 37.4690912128082, 127.059759972487 37.4691261614723, 127.060601744134 37.466816629579))"
53436.613021786325,"POLYGON((127.066391550975 37.5917713767864, 127.066966140757 37.5927131856015, 127.066252000554 37.5943600803547, 127.063029301267 37.5922975528112, 127.062889517801 37.5921233399195, 127.066391550975 37.5917713767864))"
24949.121367219304,"POLYGON((126.926047320188 37.5616590623286, 126.926950494606 37.5614327943149, 126.927187992404 37.5617899347543, 126.928162669796 37.5631645525939, 126.928282232152 37.5633318683777, 126.928107545094 37.563468602087, 126.927555765973 37.5639028172325, 126.925956919554 37.5619286965917, 126.926047320188 37.5616590623286))"
82210.114047676514,"POLYGON((126.927555765973 37.5639028172325, 126.928107545094 37.563468602087, 126.928282232152 37.5633318683777, 126.928162669796 37.5631645525939, 126.927187992404 37.5617899347543, 126.926950494606 37.5614327943149, 126.929853521519 37.5607054568117, 126.930479150279 37.5630224039995, 126.928436547215 37.5649902776834, 126.927555765973 37.5639028172325))"
44945.856195897592,"POLYGON((127.123237092747 37.5079555112961, 127.124051555468 37.5067321817466, 127.126234632213 37.5085183354471, 127.12622082714 37.508537964536, 127.122510316456 37.5094803164557, 127.123237092747 37.5079555112961))"
54572.216229765269,"POLYGON((126.918320470976 37.5550005655447, 126.92178278334 37.5573650715491, 126.921399730831 37.5593048887429, 126.920998922474 37.5595568475744, 126.918133500219 37.5550603388048, 126.918320470976 37.5550005655447))"
73280.717765194335,"POLYGON((127.053967667743 37.5792525835205, 127.057622929266 37.5818137531591, 127.056286545928 37.5830458796405, 127.052760255488 37.5803094782586, 127.053967667743 37.5792525835205))"
111728.8839018477,"POLYGON((126.934301821551 37.5966369412801, 126.934518105087 37.5966330357904, 126.934900303777 37.5968010603395, 126.935461302078 37.5970466143844, 126.936291666147 37.597425489307, 126.9364089211 37.5974784868329, 126.936527766484 37.5975388011046, 126.936621152498 37.5975777119101, 126.936710636206 37.5976247834102, 126.936776256792 37.5976507227002, 126.936878496333 37.5976786551676, 126.937015228133 37.5977192652202, 126.937384049494 37.5978258993895, 126.93754183106 37.597868223126, 126.937601647435 37.5978493889375, 126.937749428736 37.5978007526909, 126.937923932364 37.5977403187649, 126.937931011801 37.5977377818054, 126.93795579534 37.5977290736335, 126.938029070192 37.5977029304881, 126.938043227848 37.5976992710995, 126.938140734732 37.5976736995234, 126.938212241309 37.5976495284686, 126.938233124103 37.5976337724544, 126.938271002452 37.5976194310792, 126.93840302719 37.5975761464202, 126.938629563684 37.5974999630374, 126.938640532229 37.597504753104, 126.93871200417 37.5975214052946, 126.939066963928 37.5976857438414, 126.93943536933 37.5978602244548, 126.939681562181 37.5979771932392, 126.940107052454 37.5982353219215, 126.940313571764 37.5983630084555, 126.940498587511 37.5984773849947, 126.940877909254 37.5987163411029, 126.940950717597 37.599042138049, 126.941049109704 37.5994628396063, 126.941092316881 37.5996368596309, 126.941199376828 37.6000533398468, 126.941306288529 37.6004444752041, 126.941391583909 37.6006523124319, 126.941383603363 37.6006768060976, 126.941276422402 37.6008434333184, 126.941206793771 37.6009515157313, 126.941089691548 37.6011327786791, 126.941067027983 37.601151624649, 126.941036227574 37.6011639973867, 126.941018532856 37.6011718719197, 126.940917266818 37.6012343301724, 126.940725725347 37.6013510801605, 126.940660572176 37.6013908238358, 126.936634786243 37.5986790788163, 126.934301821551 37.5966369412801))"
382118.92408081831,"POLYGON((126.937264837325 37.593309988393, 126.94348045126 37.5973751766534, 126.943819170997 37.5984393812185, 126.943707146182 37.5997590581579, 126.942484124411 37.6026190475308, 126.940660238766 37.601390599267, 126.940725656756 37.6013506940516, 126.940917198245 37.601233944053, 126.941018464292 37.6011714857945, 126.941036159012 37.6011636112609, 126.941066959424 37.6011512385221, 126.94108962299 37.6011323925505, 126.941206725225 37.6009511295857, 126.941276353863 37.6008430471627, 126.941383534834 37.6006764199263, 126.941391515381 37.6006519262583, 126.941306219994 37.6004440890105, 126.941199308285 37.6000529536155, 126.94109224833 37.5996364733596, 126.941049041151 37.5994624533184, 126.940950649036 37.5990417517207, 126.940877840688 37.5987159547434, 126.940498518912 37.5984769986113, 126.94031350315 37.5983626220607, 126.940106983821 37.5982349355139, 126.939681493511 37.5979768068058, 126.939435300638 37.5978598380095, 126.939066895204 37.5976853573785, 126.938711935415 37.597521018815, 126.938640463467 37.5975043666226, 126.938629494921 37.5974995765555, 126.938402958407 37.5975757599449, 126.938270933657 37.5976190446076, 126.938233055304 37.5976333859842, 126.938212172508 37.5976491419998, 126.938140665925 37.5976733130567, 126.938043159032 37.5976988846349, 126.938029001375 37.5977025440238, 126.937955726515 37.5977286871715, 126.937930942974 37.5977373953442, 126.937923863537 37.597739932304, 126.937749359892 37.5978003662352, 126.937601578578 37.597849002486, 126.937541762198 37.5978678366762, 126.937383980617 37.5978255129351, 126.937015159224 37.5977188787547, 126.936878427412 37.5976782686978, 126.936776187862 37.5976503362274, 126.93671056727 37.5976243969347, 126.936621083555 37.5975773254299, 126.936527697532 37.5975384146204, 126.936408852137 37.5974781003427, 126.936291597175 37.5974251028113, 126.935461233033 37.5970462278503, 126.934900234682 37.5968006737803, 126.934518035958 37.5966326492142, 126.934301387466 37.5966365612931, 126.93387714004 37.5962651835251, 126.932933015651 37.5941851594809, 126.937264837325 37.593309988393))"
145126.95367290502,"POLYGON((126.853135262812 37.5518948948752, 126.854234146271 37.5521942961121, 126.85444605359 37.5539330972658, 126.852161864179 37.5560631389253, 126.849844835923 37.5554761584337, 126.848682070766 37.5536761716937, 126.853135262812 37.5518948948752))"
12676.26044821912,"POLYGON((127.062624653536 37.5617618346692, 127.064177017086 37.5615397535638, 127.062868611825 37.563393216581, 127.062624653536 37.5617618346692))"
196501.33769168786,"POLYGON((127.062900527848 37.5561128645121, 127.06404409788 37.5551186033265, 127.065311361193 37.5557752874618, 127.066902702115 37.5576782553377, 127.064177017086 37.5615397535638, 127.062624653536 37.5617618346692, 127.062020107393 37.5577188431917, 127.062900527848 37.5561128645121))"
159548.69866233552,"POLYGON((126.90833288646 37.5665910416343, 126.910102756451 37.566719826353, 126.910137984002 37.5667595089105, 126.909594108911 37.570985, 126.907651538462 37.570985, 126.905918629625 37.5699837637834, 126.905503727377 37.5672766966591, 126.90833288646 37.5665910416343))"
66721.51611534314,"POLYGON((126.931547431907 37.5182323249027, 126.934659795334 37.5214743701392, 126.932595599176 37.5217961418931, 126.930293647809 37.5196114874106, 126.931547431907 37.5182323249027))"
92183.729207589437,"POLYGON((126.913938690886 37.4774922357544, 126.916997537129 37.4801671782178, 126.913644534637 37.4815516437629, 126.912443219445 37.4791396281038, 126.913938690886 37.4774922357544))"
57912.579787246585,"POLYGON((126.823800122406 37.4817389874933, 126.824667770931 37.4850101593711, 126.820391860695 37.4824949180559, 126.823800122406 37.4817389874933))"
59343.122232389193,"POLYGON((127.108065691789 37.6050126230022, 127.110815705882 37.6066459647059, 127.108897650922 37.6088870605015, 127.108249593115 37.6084405725139, 127.107871749325 37.6051029523693, 127.108065691789 37.6050126230022))"
22899.919236333222,"POLYGON((127.019732067364 37.5782217007393, 127.019985667144 37.5783192149462, 127.019993094223 37.5783220338726, 127.019999106073 37.5783242853985, 127.020000702433 37.5783248527702, 127.020005831266 37.5783270954241, 127.020010427891 37.5783287885593, 127.020015386848 37.5783307609433, 127.020017685161 37.5783316075107, 127.020025995324 37.5783346965927, 127.020058375686 37.5783473683952, 127.020099937991 37.5783634084343, 127.020106663123 37.5783659391483, 127.020109142638 37.5783670649913, 127.020111089939 37.5783676232964, 127.020116569726 37.5783698839099, 127.020117984954 37.5783704422987, 127.0201204644 37.5783712888356, 127.020122592905 37.5783721354277, 127.020124178013 37.5783729730955, 127.020126476328 37.5783738196608, 127.020148236839 37.5783822584745, 127.020274724205 37.5784315134098, 127.020297016897 37.5784402404271, 127.020359468171 37.5784647283053, 127.020364596957 37.5784667006475, 127.020388123769 37.5784759860624, 127.020401030677 37.5784810475439, 127.020459587261 37.5785038511468, 127.020491435764 37.5785167932114, 127.020496032482 37.5785187656335, 127.020499927171 37.5785201705466, 127.020533893096 37.5785348061143, 127.020708851362 37.5786085415839, 127.020729729209 37.5786178363707, 127.020736805256 37.5786200876858, 127.020741221071 37.5786228980453, 127.020780147756 37.5786459839889, 127.020897782638 37.5786932665375, 127.020976865254 37.5787205624352, 127.021063194839 37.5787540558684, 127.021262378381 37.5788193442571, 127.021405844804 37.5788550713267, 127.021480145595 37.5788643569693, 127.021643583328 37.5788626353671, 127.021703379263 37.5788609403139, 127.021732213608 37.5788620616138, 127.021792703085 37.5788713404137, 127.021794299162 37.578870772518, 127.021822598989 37.5788628840214, 127.021825066693 37.5788620456794, 127.021845766438 37.5788400760632, 127.021884486094 37.5788079762464, 127.021917040964 37.5787944558265, 127.021927828202 37.5787891021016, 127.021936667115 37.5787795320952, 127.021961248213 37.5787516513147, 127.021980525017 37.5787426381088, 127.022113350187 37.5786964394473, 127.022144659373 37.5786817929484, 127.022154395225 37.578681791247, 127.022264049568 37.578646291175, 127.022285274729 37.5786417825101, 127.022326840851 37.5786285487071, 127.022371045488 37.578577572092, 127.022428866708 37.5785187184255, 127.022452747544 37.5784975950656, 127.022489710233 37.5784590172657, 127.022513048586 37.5784412726899, 127.022647814087 37.5783739539515, 127.022757296898 37.578334804454, 127.022758360325 37.5783322724901, 127.022705985868 37.5782751233041, 127.022695726206 37.5782641421168, 127.022692883834 37.5782610432323, 127.022687051845 37.5782545751935, 127.022646001682 37.5782098125166, 127.022530112625 37.5780918579956, 127.022530110488 37.5780842536679, 127.022851969572 37.5778502186946, 127.022883445735 37.5778274090272, 127.022892297664 37.5778245963462, 127.022973127598 37.577826834152, 127.022976308855 37.5778273921856, 127.023030461841 37.5778890458659, 127.023074514382 37.5779419708036, 127.023114863666 37.5779898238463, 127.023132384774 37.5780176971702, 127.023138747961 37.5780210747054, 127.023143349278 37.5780388142918, 127.023152374451 37.5780478225059, 127.023181928884 37.5780737204554, 127.023199084019 37.5780886376468, 127.023221731077 37.5781083470757, 127.023229875872 37.5781263653129, 127.023267572694 37.5782006897797, 127.023267862826 37.5782412191927, 127.019666116904 37.5798759823982, 127.019601088911 37.5798614753733, 127.019580451068 37.5797966803354, 127.019382320629 37.5789703071472, 127.019368357899 37.5786715782085, 127.019732067364 37.5782217007393))"
48984.626559857017,"POLYGON((127.020515887795 37.5772521596965, 127.023193915877 37.5764411059212, 127.023192785794 37.5764736198438, 127.023185948615 37.5767092922614, 127.023187370116 37.5767315283585, 127.023211260213 37.5767450387756, 127.023213729546 37.5767501108784, 127.023182257932 37.5767867147472, 127.023181384235 37.5768188170723, 127.023177522609 37.5769314411469, 127.023174713113 37.5770026736879, 127.023174547952 37.577018720295, 127.023173663742 37.5770536336998, 127.023171915842 37.5771161444913, 127.023171040015 37.5771409217914, 127.023166828398 37.5772569246245, 127.023166480231 37.577266493169, 127.02316437267 37.5773380138927, 127.023162966402 37.5773684224569, 127.023162449241 37.5773808111209, 127.023162269659 37.5773861540059, 127.023161921738 37.5773965784875, 127.023161742239 37.5774022096882, 127.0231613935 37.5774098050713, 127.023160865754 37.5774247345201, 127.023157511366 37.5774517647402, 127.023150316613 37.5776651828079, 127.023148912126 37.5777017901591, 127.023141889906 37.5778856468095, 127.023141375099 37.5779061984121, 127.023141017888 37.5779236596011, 127.023138747961 37.5780210747054, 127.023132384774 37.5780176971702, 127.023122055587 37.5780012650623, 127.023114863666 37.5779898238463, 127.023074514382 37.5779419708036, 127.023030461841 37.5778890458659, 127.022982899615 37.5778348962075, 127.022976308855 37.5778273921856, 127.022889863948 37.5778253626256, 127.022883445735 37.5778274090272, 127.022851969572 37.5778502186946, 127.022530110488 37.5780842536679, 127.022530112625 37.5780918579956, 127.022646001682 37.5782098125166, 127.022687051843 37.5782545661836, 127.022692883834 37.5782610432323, 127.022700629553 37.5782693849798, 127.022705985868 37.5782751233041, 127.022757296898 37.578334804454, 127.022724583374 37.578346505142, 127.022647814087 37.5783739539515, 127.022570289432 37.578412683199, 127.022513048586 37.5784412726899, 127.022489710233 37.5784590172657, 127.022452747544 37.5784975950656, 127.022428866708 37.5785187184255, 127.022402553481 37.578545500407, 127.022371045488 37.578577572092, 127.022326840851 37.5786285487071, 127.022285274729 37.5786417825101, 127.02227212079 37.5786445778817, 127.022264049568 37.578646291175, 127.022236667123 37.5786551616921, 127.022154395225 37.578681791247, 127.022144659373 37.5786817929484, 127.022113350187 37.5786964394473, 127.021980525017 37.5787426381088, 127.021972012887 37.5787466129349, 127.021961248213 37.5787516513147, 127.021935569324 37.5787807215874, 127.021927828202 37.5787891021016, 127.021917040964 37.5787944558265, 127.021884497415 37.5788079762445, 127.021867712485 37.5788218813625, 127.021845766438 37.5788400760632, 127.021825066693 37.5788620456794, 127.021792703085 37.5788713404137, 127.021732213608 37.5788620616138, 127.021703379263 37.5788609403139, 127.021676039773 37.5788617108237, 127.021643583328 37.5788626353671, 127.021480145595 37.5788643569693, 127.021405844804 37.5788550713267, 127.0213126686 37.5788318685601, 127.021262378381 37.5788193442571, 127.021124920982 37.5787742908035, 127.021063194839 37.5787540558684, 127.020976865254 37.5787205624352, 127.020923958581 37.5787022991341, 127.020897782638 37.5786932665375, 127.020780147756 37.5786459839889, 127.020741221071 37.5786228980453, 127.020736805256 37.5786200876858, 127.020729729209 37.5786178363707, 127.020708851362 37.5786085415839, 127.020540674944 37.5785376611495, 127.020533893096 37.5785348061143, 127.020499927171 37.5785201705466, 127.020491435764 37.5785167932114, 127.020459587261 37.5785038511468, 127.020401030677 37.5784810475439, 127.020389493711 37.5784765174255, 127.020364596957 37.5784667006475, 127.020359468171 37.5784647283053, 127.020297016897 37.5784402404271, 127.020289986039 37.5784374935358, 127.020274724205 37.5784315134098, 127.020148236839 37.5783822584745, 127.020128140634 37.5783744681089, 127.020122592905 37.5783721354277, 127.020116569726 37.5783698839099, 127.020111089939 37.5783676232964, 127.020099937991 37.5783634084343, 127.020058375686 37.5783473683952, 127.020052114727 37.5783449186944, 127.020021330765 37.5783329674294, 127.020010427891 37.5783287885593, 127.019999106073 37.5783242853985, 127.019993094223 37.5783220338726, 127.019985667144 37.5783192149462, 127.019732067364 37.5782217007393, 127.020515887795 37.5772521596965))"
